id,name,recipe1,recipe2,recipe3,recipe4,recipe5,recipe6
3837,Etherian Goblin Bomber Banner,,,,,,
3838,Etherian Goblin Banner,,,,,,
3839,Old One's Skeleton Banner,,,,,,
3840,Drakin Banner,,,,,,
3841,Kobold Glider Banner,,,,,,
3842,Kobold Banner,,,,,,
3843,Wither Beast Banner,,,,,,
3844,Etherian Wyvern Banner,,,,,,
3845,Etherian Javelin Thrower Banner,,,,,,
3846,Etherian Lightning Bug Banner,,,,,,
3852,Tome of Infinite Wisdom,,,,,,
3854,Phantom Phoenix,,,,,,
3855,Gato Egg,,,,,,
3856,Creeper Egg,,,,,,
3857,Dragon Egg,,,,,,
3858,Sky Dragon's Fury,,,,,,
3859,Aerial Bane,,,,,,
3860,Treasure Bag (Betsy),,,,,,
3861,Treasure Bag (Dark Mage),,,,,,
3862,Treasure Bag (Ogre),,,,,,
3863,Betsy Mask,,,,,,
3864,Dark Mage Mask,,,,,,
3865,Ogre Mask,,,,,,
3866,Betsy Trophy,,,,,,
3867,Dark Mage Trophy,,,,,,
3868,Ogre Trophy,,,,,,
3869,Music Box (Old One's Army),,,,,,
3870,Betsy's Wrath,,,,,,
3871,Valhalla Knight's Helm,,,,,,
3872,Valhalla Knight's Breastplate,,,,,,
3873,Valhalla Knight's Greaves,,,,,,
3874,Dark Artist's Hat,,,,,,
3875,Dark Artist's Robes,,,,,,
3876,Dark Artist's Leggings,,,,,,
3877,Red Riding Hood,,,,,,
3878,Red Riding Dress,,,,,,
3879,Red Riding Leggings,,,,,,
3880,Shinobi Infiltrator's Helmet,,,,,,
3881,Shinobi Infiltrator's Torso,,,,,,
3882,Shinobi Infiltrator's Pants,,,,,,
3883,Betsy's Wings,,,,,,
5001,Dragon Mask,,,,,,
5002,Titan Helmet,,,,,,
5003,Spectral Headgear,,,,,,
5004,Dragon Breastplate,,,,,,
5005,Titan Mail,,,,,,
5006,Spectral Armor,,,,,,
5007,Dragon Greaves,,,,,,
5008,Titan Leggings,,,,,,
5009,Spectral Subligar,,,,,,
5010,Tizona,,,,,,
5011,Tonbogiri,,,,,,
5012,Sharanga,,,,,,
5013,Spectral Arrow,,,,,,
5014,Vulcan Repeater,,,,,,
5015,Vulcan Bolt,,,,,,
5016,Suspicious Looking Skull,,,,,,
5017,Soul of Blight,,,,,,
5018,Petri Dish,,,,,,
5019,Beeswax,,,,,,
5020,Vial of Blood,,,,,,
5021,Wolf Fang,,,,,,
5022,Brain,,,,,,
5023,Music Box (Desert),,,,,,
5024,Music Box (Space),,,,,,
5025,Music Box (Tutorial),,,,,,
5026,Music Box (Boss 4),,,,,,
5027,Music Box (Ocean),,,,,,
5028,Music Box (Snow),,,,,,
5029,Fabulous Ribbon,,,,,,
5030,George's Hat,,,,,,
5031,Fabulous Dress,,,,,,
5032,George's Suit,,,,,,
5033,Fabulous Slippers,,,,,,
5034,George's Pants,,,,,,
5035,Sparkly Wings,,,,,,
5036,Ocram Trophy,,,,,,
5037,Albino Antlion Banner,,,,,,
5038,Orca Banner,,,,,,
5039,Vampire Miner Banner,,,,,,
5040,Shadow Hammer Banner,,,,,,
5041,Shadow Mummy Banner,,,,,,
5042,Spectral Gastropod Banner,,,,,,
5043,Spectral Elemental Banner,,,,,,
5044,Dragon Snatcher Banner,,,,,,
5045,Arch Wyvern Banner,,,,,,
5046,Arch Demon Banner,,,,,,
5047,Holiday Bauble,,,,,,
5048,Shiny Black Slab,,,,,,
5049,Heart Arrow,,,,,,
5050,Broken Heart Crystal,,,,,,
5051,Valentine Ring,,,,,,
5052,Rainbow Piece,,,,,,
5053,Pot o' Gold,,,,,,
5054,Mysterious Package,,,,,,
5055,Golden Seaweed,,,,,,
5056,Suspicious Looking Egg,,,,,,
5057,Boots of Ostara,,,,,,
5058,Egg Cannon,,,,,,
5059,Suspicious Looking Apple,,,,,,
5060,Old Walking Stick,,,,,,
5061,Holy Hand Grenade,,,,,,
5062,Strange Looking Tombstone,,,,,,
5063,Turkey Feather,,,,,,
5064,Cursed Stuffing,,,,,,
5065,Horn 'o' Plenty,,,,,,
5066,Roman Candle,,,,,,
5067,Festive Top Hat,,,,,,
5068,Alpine Hat,,,,,,
5069,Lederweste,,,,,,
5070,Lederhosen,,,,,,
5071,Oktober Locks,,,,,,
5072,Dirndl Blouse,,,,,,
5073,Dirndl Skirt,,,,,,
5074,Wiesnbräu,,,,,,
